Product_ID,Category,Product_Name,Rating,Total_Ratings,Total_Reviews,Price,Discount,Product_URL
39,Tablet,realme Pad 2 6 GB RAM 128 GB ROM 11.5 inch with 4G Tablet (Inspiration Green),4.4,435762,2773,14799,48% off,https://www.flipkart.com/realme-pad-2-6-gb-ram-128-rom-11-5-inch-4g-tablet-inspiration-green/p/itmcf4c6380eafa4?pid=TABGRGWKRZS9REGC&lid=LSTTABGRGWKRZS9REGCWPLFCC&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_5&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABGRGWKRZS9REGC.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
40,Tablet,OnePlus Pad Lite 6 GB RAM 128 GB ROM 11.0 inch with Wi-Fi Only Tablet (Aero Blue),4.4,42375,117,15999,20% off,https://www.flipkart.com/oneplus-pad-lite-6-gb-ram-128-rom-11-0-inch-wi-fi-only-tablet-aero-blue/p/itm5b2d512cb261f?pid=TABHE7YR2Y7XJHFA&lid=LSTTABHE7YR2Y7XJHFAUZXAAE&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_6&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHE7YR2Y7XJHFA.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
41,Tablet,REDMI  Pad SE 8 GB RAM 128 GB ROM 11.0 inch with Wi-Fi Only Tablet (Graphite Gray),4.4,415761,993,12999,35% off,https://www.flipkart.com/redmi-pad-se-8-gb-ram-128-rom-11-0-inch-wi-fi-only-tablet-graphite-gray/p/itma5509f73ddb92?pid=TABHYYS9AZZW97ZU&lid=LSTTABHYYS9AZZW97ZUYRZ8LB&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_7&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHYYS9AZZW97ZU.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
42,Tablet,Infinix XPAD LTE 4 GB RAM 128 GB ROM 11.0 inch with 4G Tablet (Frost Blue),4.4,42555,273,11999,40% off,https://www.flipkart.com/infinix-xpad-lte-4-gb-ram-128-rom-11-0-inch-4g-tablet-frost-blue/p/itm5835f0015de39?pid=TABH4FPGDGEVMEAH&lid=LSTTABH4FPGDGEVMEAHBGIW3J&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_8&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABH4FPGDGEVMEAH.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
43,Tablet,POCO Pad 5G 8 GB RAM 128 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Cobalt Blue),4.4,49167,749,21999,29% off,https://www.flipkart.com/poco-pad-5g-8-gb-ram-128-rom-12-1-inch-wi-fi-5g-tablet-cobalt-blue/p/itm08b56574bfddc?pid=TABH3QBC2AGQXZ2G&lid=LSTTABH3QBC2AGQXZ2GYJ40AJ&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_9&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABH3QBC2AGQXZ2G.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
44,Tablet,Lenovo Tab P12 8 GB RAM 256 GB ROM 12.7 Inch with Wi-Fi Only Tablet (Storm Grey),4.4,41903,210,22999,45% off,https://www.flipkart.com/lenovo-tab-p12-8-gb-ram-256-rom-12-7-inch-wi-fi-only-tablet-storm-grey/p/itma6f1554f3d043?pid=TABGSGGGSCBWGGZY&lid=LSTTABGSGGGSCBWGGZYSJLYZH&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_10&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABGSGGGSCBWGGZY.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
45,Tablet,realme Pad 2 6 GB RAM 128 GB ROM 11.5 inch with 4G Tablet (Imagination Grey),4.4,435762,2773,14799,48% off,https://www.flipkart.com/realme-pad-2-6-gb-ram-128-rom-11-5-inch-4g-tablet-imagination-grey/p/itmd0b2f34105355?pid=TABGRGWKVCXZGKDZ&lid=LSTTABGRGWKVCXZGKDZS5CFGY&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_11&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABGRGWKVCXZGKDZ.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
46,Tablet,MOTOROLA Pad 60 Pro 8 GB RAM 128 GB ROM 12.7 inch with Wi-Fi Only Gaming Tablet (PANTONE Bronze Green),4.5,55349,455,27999,36% off,https://www.flipkart.com/motorola-pad-60-pro-8-gb-ram-128-rom-12-7-inch-wi-fi-only-gaming-tablet-pantone-bronze-green/p/itm32831ab5b9ce5?pid=TABHBFQAWPWBEK5C&lid=LSTTABHBFQAWPWBEK5CYHUYWN&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_12&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHBFQAWPWBEK5C.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
47,Tablet,REDMI Pad 2 8 GB RAM 256 GB ROM 11.0 inch with Wi-Fi+4G Gaming Tablet (Graphite Grey),4.3,32370,163,17999,18% off,https://www.flipkart.com/redmi-pad-2-8-gb-ram-256-rom-11-0-inch-wi-fi-4g-gaming-tablet-graphite-grey/p/itm4545f84f7980f?pid=TABHD5QURUHZKA72&lid=LSTTABHD5QURUHZKA72O5VSWZ&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_13&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHD5QURUHZKA72.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
48,Tablet,Samsung Galaxy Tab S9 FE 6 GB RAM 128 GB ROM 10.9 inch with Wi-Fi Only Tablet (Gray),4.5,54425,228,26999,40% off,https://www.flipkart.com/samsung-galaxy-tab-s9-fe-6-gb-ram-128-rom-10-9-inch-wi-fi-only-tablet-gray/p/itmacf5e87940ecc?pid=TABGTDU7VPTP3ATM&lid=LSTTABGTDU7VPTP3ATMHBEUKC&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_14&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABGTDU7VPTP3ATM.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
49,Tablet,REDMI  Pad SE 6 GB RAM 128 GB ROM 11.0 inch with Wi-Fi Only Tablet (Graphite Gray),4.4,415761,993,12999,23% off,https://www.flipkart.com/redmi-pad-se-6-gb-ram-128-rom-11-0-inch-wi-fi-only-tablet-graphite-gray/p/itma5509f73ddb92?pid=TABHYYS9REEG55V6&lid=LSTTABHYYS9REEG55V6EQ7KW2&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_15&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHYYS9REEG55V6.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
50,Tablet,OnePlus Pad Lite 8 GB RAM 128 GB ROM 11.0 inch with Wi-Fi+4G Tablet (Aero Blue),4.4,42375,117,17999,28% off,https://www.flipkart.com/oneplus-pad-lite-8-gb-ram-128-rom-11-0-inch-wi-fi-4g-tablet-aero-blue/p/itm43f3d68c17625?pid=TABHE7YRF7ZTJKEA&lid=LSTTABHE7YRF7ZTJKEARF8DIJ&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_16&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABHE7YRF7ZTJKEA.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
51,Tablet,OnePlus Pad Go 8 GB RAM 128 GB ROM 11.35 inch with Wi-Fi Only Tablet (Twin Mint),4.5,523589,1457,17999,10% off,https://www.flipkart.com/oneplus-pad-go-8-gb-ram-128-rom-11-35-inch-wi-fi-only-tablet-twin-mint/p/itmc6301daa35b04?pid=TABGTHGM4J4RSBQJ&lid=LSTTABGTHGM4J4RSBQJH7FV5Q&marketplace=FLIPKART&q=tablets&store=tyy%2Fhry&srno=s_1_17&otracker=search&fm=organic&iid=9f2af657-e3c1-4d76-bda6-3f371706a292.TABGTHGM4J4RSBQJ.SEARCH&ppt=pp&ppn=pp&ssid=gtxcdj8isg0000001763192698323&qH=c6411ee33ebd1dbd
